Instrument Name,DustTrak DRX
Model Number,8534
Serial Number,8534203806
Firmware Version,3.7
Calibration Date,22/02/2024
Test Name,ESJB_dt02_001
Test Start Time,05:04:05 PM
Test Start Date,28/10/2024
Test Length [D:H:M],2:23:57
Test Interval [M:S],1:0
PM1 Average [mg/m3],0.022
PM1 Minimum [mg/m3],0.010
PM1 Maximum [mg/m3],0.073
PM1 TWA [mg/m3],0.017
PM2.5 Average [mg/m3],0.022
PM2.5 Minimum [mg/m3],0.010
PM2.5 Maximum [mg/m3],0.073
PM2.5 TWA [mg/m3],0.017
PM4 Average [mg/m3],0.023
PM4 Minimum [mg/m3],0.011
PM4 Maximum [mg/m3],0.077
PM4 TWA [mg/m3],0.017
PM10 Average [mg/m3],0.035
PM10 Minimum [mg/m3],0.011
PM10 Maximum [mg/m3],0.152
PM10 TWA [mg/m3],0.022
TOTAL Average [mg/m3],0.047
TOTAL Minimum [mg/m3],0.011
TOTAL Maximum [mg/m3],0.284
TOTAL TWA [mg/m3],0.024
Photometric User Cal,1.00
Size Correction User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,4317

Elapsed Time [s],PM1 [mg/m3],PM2.5 [mg/m3],PM4 [mg/m3],PM10 [mg/m3],TOTAL [mg/m3],Alarms,Errors
26820,0.022,0.022,0.022,0.024,0.024,,
26880,0.022,0.022,0.022,0.023,0.024,,
26940,0.022,0.022,0.022,0.023,0.023,,
27000,0.022,0.022,0.022,0.023,0.023,,
27060,0.022,0.022,0.022,0.024,0.024,,
27120,0.022,0.022,0.023,0.025,0.025,,
27180,0.022,0.022,0.022,0.023,0.023,,
27240,0.022,0.022,0.022,0.024,0.024,,
27300,0.022,0.022,0.022,0.023,0.023,,
27360,0.022,0.022,0.022,0.024,0.024,,
27420,0.022,0.022,0.022,0.024,0.024,,
27480,0.022,0.022,0.022,0.024,0.024,,
27540,0.022,0.022,0.023,0.024,0.024,,
27600,0.022,0.022,0.022,0.024,0.024,,
27660,0.022,0.022,0.022,0.024,0.024,,
27720,0.022,0.022,0.023,0.023,0.023,,
27780,0.022,0.022,0.023,0.024,0.025,,
27840,0.022,0.022,0.023,0.024,0.024,,
27900,0.022,0.022,0.023,0.024,0.024,,
27960,0.022,0.022,0.023,0.024,0.024,,
28020,0.022,0.022,0.022,0.024,0.024,,
28080,0.022,0.022,0.022,0.023,0.023,,
28140,0.022,0.022,0.023,0.024,0.024,,
28200,0.022,0.022,0.023,0.024,0.024,,
28260,0.022,0.022,0.023,0.024,0.024,,
28320,0.022,0.022,0.023,0.024,0.024,,
28380,0.022,0.022,0.023,0.024,0.024,,
28440,0.023,0.023,0.023,0.024,0.024,,
28500,0.023,0.023,0.023,0.024,0.024,,
28560,0.023,0.023,0.023,0.024,0.024,,
28620,0.023,0.023,0.023,0.025,0.026,,
28680,0.023,0.023,0.023,0.024,0.025,,
28740,0.022,0.022,0.022,0.023,0.023,,
28800,0.022,0.022,0.023,0.023,0.023,,
28860,0.022,0.022,0.023,0.024,0.024,,
28920,0.022,0.022,0.023,0.024,0.024,,
28980,0.022,0.022,0.022,0.024,0.024,,
29040,0.022,0.022,0.022,0.023,0.023,,
29100,0.022,0.022,0.023,0.024,0.024,,
29160,0.022,0.022,0.022,0.023,0.023,,
29220,0.022,0.022,0.023,0.024,0.024,,
29280,0.023,0.023,0.023,0.025,0.025,,
29340,0.022,0.022,0.023,0.024,0.024,,
29400,0.023,0.023,0.023,0.024,0.024,,
29460,0.022,0.022,0.022,0.024,0.024,,
29520,0.022,0.022,0.023,0.024,0.024,,
29580,0.022,0.022,0.023,0.024,0.024,,
29640,0.022,0.022,0.023,0.024,0.024,,
29700,0.022,0.022,0.023,0.024,0.024,,
29760,0.023,0.023,0.023,0.025,0.025,,
29820,0.023,0.023,0.023,0.024,0.024,,
29880,0.022,0.022,0.023,0.024,0.024,,
29940,0.023,0.023,0.023,0.025,0.025,,
30000,0.022,0.022,0.023,0.024,0.024,,
30060,0.023,0.023,0.023,0.024,0.025,,
30120,0.023,0.023,0.023,0.024,0.024,,
30180,0.023,0.023,0.023,0.024,0.024,,
30240,0.022,0.022,0.023,0.023,0.024,,
30300,0.022,0.022,0.022,0.023,0.024,,
30360,0.022,0.022,0.023,0.024,0.024,,
30420,0.022,0.022,0.023,0.023,0.023,,
30480,0.022,0.022,0.023,0.024,0.024,,
30540,0.022,0.022,0.023,0.024,0.024,,
30600,0.022,0.022,0.023,0.024,0.024,,
30660,0.022,0.022,0.023,0.024,0.024,,
30720,0.023,0.023,0.023,0.024,0.025,,
30780,0.022,0.022,0.022,0.024,0.024,,
30840,0.022,0.022,0.022,0.024,0.024,,
30900,0.022,0.022,0.022,0.023,0.024,,
30960,0.022,0.022,0.022,0.024,0.024,,
31020,0.022,0.022,0.022,0.023,0.023,,
31080,0.022,0.022,0.022,0.024,0.024,,
31140,0.022,0.022,0.022,0.023,0.023,,
31200,0.022,0.022,0.022,0.024,0.024,,
31260,0.022,0.022,0.022,0.023,0.023,,
31320,0.022,0.022,0.022,0.023,0.024,,
31380,0.022,0.022,0.022,0.023,0.023,,
31440,0.022,0.022,0.022,0.023,0.023,,
31500,0.022,0.022,0.022,0.023,0.023,,
31560,0.022,0.022,0.022,0.023,0.023,,
31620,0.022,0.022,0.022,0.023,0.023,,
31680,0.021,0.021,0.022,0.022,0.022,,
31740,0.021,0.021,0.022,0.023,0.023,,
31800,0.021,0.021,0.022,0.023,0.023,,
31860,0.021,0.021,0.021,0.023,0.023,,
31920,0.021,0.021,0.022,0.023,0.023,,
31980,0.021,0.021,0.022,0.023,0.023,,
32040,0.021,0.021,0.021,0.022,0.023,,
32100,0.021,0.021,0.021,0.022,0.022,,
32160,0.021,0.021,0.021,0.022,0.023,,
32220,0.021,0.021,0.021,0.022,0.022,,
32280,0.021,0.021,0.021,0.022,0.022,,
32340,0.021,0.021,0.021,0.022,0.022,,
32400,0.021,0.021,0.021,0.022,0.023,,
32460,0.021,0.021,0.021,0.022,0.022,,
32520,0.021,0.021,0.021,0.022,0.022,,
32580,0.021,0.021,0.021,0.022,0.022,,
32640,0.021,0.021,0.021,0.022,0.022,,
32700,0.021,0.021,0.021,0.022,0.022,,
32760,0.021,0.021,0.021,0.022,0.022,,
32820,0.020,0.020,0.021,0.022,0.022,,
32880,0.020,0.020,0.021,0.021,0.021,,
32940,0.020,0.020,0.021,0.022,0.022,,
33000,0.020,0.020,0.020,0.021,0.022,,
33060,0.020,0.020,0.021,0.021,0.021,,
33120,0.020,0.020,0.020,0.021,0.021,,
33180,0.020,0.020,0.021,0.022,0.022,,
33240,0.020,0.020,0.020,0.021,0.021,,
33300,0.020,0.020,0.020,0.021,0.021,,
33360,0.020,0.020,0.020,0.021,0.021,,
33420,0.020,0.020,0.020,0.021,0.021,,
33480,0.020,0.020,0.020,0.021,0.021,,
33540,0.020,0.020,0.020,0.021,0.021,,
33600,0.020,0.020,0.021,0.022,0.022,,
33660,0.020,0.020,0.021,0.021,0.021,,
33720,0.020,0.020,0.021,0.021,0.021,,
33780,0.020,0.020,0.021,0.021,0.021,,
33840,0.020,0.020,0.020,0.021,0.021,,
33900,0.020,0.020,0.021,0.021,0.021,,
33960,0.020,0.020,0.020,0.021,0.021,,
34020,0.021,0.021,0.021,0.022,0.022,,
34080,0.020,0.020,0.020,0.021,0.021,,
34140,0.020,0.020,0.020,0.021,0.021,,
34200,0.020,0.020,0.020,0.021,0.021,,
34260,0.020,0.020,0.020,0.021,0.021,,
34320,0.020,0.020,0.020,0.021,0.021,,
34380,0.020,0.020,0.020,0.021,0.021,,
34440,0.020,0.020,0.021,0.021,0.021,,
34500,0.020,0.020,0.020,0.021,0.021,,
34560,0.020,0.020,0.021,0.021,0.021,,
34620,0.020,0.020,0.020,0.021,0.021,,
34680,0.020,0.020,0.020,0.021,0.021,,
34740,0.020,0.020,0.020,0.021,0.021,,
34800,0.020,0.020,0.020,0.021,0.021,,
34860,0.020,0.020,0.020,0.021,0.021,,
34920,0.020,0.020,0.020,0.021,0.021,,
34980,0.020,0.020,0.020,0.021,0.021,,
35040,0.020,0.020,0.020,0.021,0.022,,
35100,0.020,0.020,0.020,0.021,0.021,,
35160,0.020,0.020,0.020,0.020,0.020,,
35220,0.020,0.020,0.020,0.021,0.021,,
35280,0.020,0.020,0.020,0.021,0.021,,
35340,0.020,0.020,0.020,0.021,0.021,,
35400,0.020,0.020,0.020,0.021,0.021,,
35460,0.020,0.020,0.020,0.021,0.021,,
35520,0.020,0.020,0.020,0.021,0.021,,
35580,0.020,0.020,0.020,0.020,0.020,,
35640,0.020,0.020,0.020,0.021,0.021,,
35700,0.020,0.020,0.020,0.021,0.021,,
35760,0.020,0.020,0.020,0.021,0.021,,
35820,0.020,0.020,0.020,0.021,0.021,,
35880,0.020,0.020,0.020,0.020,0.020,,
35940,0.020,0.020,0.020,0.020,0.020,,
36000,0.020,0.020,0.020,0.021,0.021,,
36060,0.020,0.020,0.020,0.021,0.021,,
36120,0.020,0.020,0.020,0.020,0.020,,
36180,0.020,0.020,0.020,0.021,0.021,,
36240,0.020,0.020,0.020,0.020,0.020,,
36300,0.020,0.020,0.020,0.020,0.020,,
36360,0.020,0.020,0.020,0.020,0.020,,
36420,0.020,0.020,0.020,0.021,0.021,,
36480,0.020,0.020,0.020,0.020,0.020,,
36540,0.020,0.020,0.020,0.020,0.020,,
36600,0.020,0.020,0.020,0.021,0.021,,
36660,0.020,0.020,0.020,0.020,0.020,,
36720,0.020,0.020,0.020,0.021,0.021,,
36780,0.020,0.020,0.020,0.021,0.021,,
36840,0.020,0.020,0.020,0.020,0.020,,
36900,0.019,0.019,0.020,0.020,0.020,,
36960,0.020,0.020,0.020,0.020,0.020,,
37020,0.020,0.020,0.020,0.020,0.020,,
37080,0.020,0.020,0.020,0.020,0.020,,
37140,0.020,0.020,0.020,0.020,0.020,,
37200,0.020,0.020,0.020,0.020,0.020,,
37260,0.020,0.020,0.020,0.020,0.020,,
37320,0.020,0.020,0.020,0.021,0.021,,
37380,0.019,0.019,0.019,0.020,0.020,,
37440,0.020,0.020,0.020,0.020,0.020,,
37500,0.019,0.019,0.019,0.020,0.020,,
37560,0.019,0.019,0.019,0.020,0.020,,
37620,0.019,0.019,0.019,0.020,0.020,,
37680,0.019,0.019,0.020,0.020,0.020,,
37740,0.019,0.019,0.020,0.020,0.020,,
37800,0.020,0.020,0.020,0.021,0.021,,
37860,0.019,0.019,0.020,0.020,0.020,,
37920,0.019,0.019,0.019,0.020,0.020,,
37980,0.019,0.019,0.019,0.020,0.020,,
38040,0.019,0.019,0.019,0.020,0.020,,
38100,0.019,0.019,0.019,0.020,0.020,,
38160,0.019,0.019,0.020,0.020,0.020,,
38220,0.019,0.019,0.019,0.020,0.020,,
38280,0.019,0.019,0.019,0.020,0.020,,
38340,0.019,0.019,0.020,0.020,0.020,,
38400,0.019,0.019,0.019,0.020,0.020,,
38460,0.019,0.019,0.019,0.020,0.020,,
38520,0.019,0.019,0.019,0.020,0.020,,
38580,0.019,0.019,0.019,0.019,0.019,,
38640,0.019,0.019,0.019,0.019,0.019,,
38700,0.019,0.019,0.019,0.020,0.020,,
38760,0.019,0.019,0.019,0.020,0.020,,
38820,0.019,0.019,0.019,0.019,0.019,,
38880,0.019,0.019,0.019,0.020,0.020,,
38940,0.019,0.019,0.019,0.020,0.020,,
39000,0.018,0.018,0.019,0.019,0.019,,
39060,0.018,0.018,0.018,0.019,0.019,,
39120,0.018,0.018,0.019,0.019,0.019,,
39180,0.018,0.018,0.018,0.019,0.019,,
39240,0.018,0.018,0.019,0.019,0.019,,
39300,0.018,0.018,0.019,0.019,0.019,,
39360,0.018,0.018,0.018,0.019,0.019,,
39420,0.018,0.018,0.018,0.019,0.019,,
39480,0.018,0.018,0.018,0.019,0.019,,
39540,0.018,0.018,0.018,0.019,0.019,,
39600,0.018,0.018,0.018,0.019,0.019,,
39660,0.018,0.018,0.018,0.019,0.019,,
39720,0.018,0.018,0.018,0.019,0.019,,
39780,0.018,0.018,0.018,0.019,0.019,,
39840,0.018,0.018,0.018,0.019,0.019,,
39900,0.018,0.018,0.018,0.019,0.019,,
39960,0.018,0.018,0.018,0.019,0.019,,
40020,0.018,0.018,0.018,0.019,0.019,,
40080,0.018,0.018,0.018,0.019,0.019,,
40140,0.018,0.018,0.018,0.019,0.019,,
40200,0.018,0.018,0.018,0.019,0.019,,
40260,0.018,0.018,0.018,0.019,0.019,,
40320,0.018,0.018,0.018,0.018,0.018,,
40380,0.018,0.018,0.018,0.018,0.019,,
40440,0.018,0.018,0.018,0.018,0.018,,
40500,0.017,0.017,0.018,0.018,0.018,,
40560,0.017,0.017,0.018,0.018,0.018,,
40620,0.017,0.017,0.018,0.018,0.018,,
40680,0.017,0.017,0.018,0.018,0.018,,
40740,0.017,0.017,0.017,0.018,0.018,,
40800,0.017,0.017,0.017,0.018,0.018,,
40860,0.017,0.017,0.017,0.018,0.018,,
40920,0.017,0.017,0.017,0.018,0.018,,
40980,0.017,0.017,0.017,0.018,0.018,,
41040,0.017,0.017,0.017,0.018,0.018,,
41100,0.017,0.017,0.017,0.018,0.018,,
41160,0.017,0.017,0.017,0.017,0.017,,
41220,0.017,0.017,0.017,0.017,0.017,,
41280,0.017,0.017,0.017,0.018,0.018,,
41340,0.017,0.017,0.017,0.017,0.017,,
41400,0.017,0.017,0.017,0.018,0.018,,
41460,0.017,0.017,0.017,0.018,0.018,,
41520,0.017,0.017,0.017,0.017,0.018,,
41580,0.017,0.017,0.017,0.017,0.017,,
41640,0.017,0.017,0.017,0.018,0.018,,
41700,0.017,0.017,0.017,0.017,0.017,,
41760,0.016,0.016,0.017,0.017,0.017,,
41820,0.017,0.017,0.017,0.017,0.017,,
41880,0.017,0.017,0.017,0.017,0.017,,
41940,0.016,0.016,0.017,0.017,0.017,,
42000,0.017,0.017,0.017,0.017,0.017,,
42060,0.016,0.016,0.016,0.017,0.017,,
42120,0.016,0.016,0.016,0.017,0.017,,
42180,0.016,0.016,0.017,0.017,0.017,,
42240,0.016,0.016,0.016,0.017,0.017,,
42300,0.016,0.016,0.016,0.017,0.017,,
42360,0.016,0.016,0.017,0.017,0.018,,
42420,0.016,0.016,0.016,0.017,0.017,,
42480,0.016,0.016,0.016,0.017,0.017,,
42540,0.016,0.016,0.016,0.017,0.017,,
42600,0.016,0.016,0.016,0.017,0.017,,
42660,0.016,0.016,0.016,0.017,0.017,,
42720,0.016,0.016,0.016,0.017,0.017,,
42780,0.016,0.016,0.016,0.017,0.017,,
42840,0.016,0.016,0.016,0.016,0.016,,
42900,0.016,0.016,0.016,0.017,0.017,,
42960,0.016,0.016,0.016,0.017,0.017,,
43020,0.016,0.016,0.016,0.017,0.017,,
43080,0.016,0.016,0.016,0.017,0.017,,
43140,0.016,0.016,0.016,0.016,0.016,,
43200,0.016,0.016,0.016,0.016,0.016,,
43260,0.015,0.015,0.016,0.016,0.016,,
43320,0.016,0.016,0.016,0.016,0.016,,
43380,0.015,0.015,0.016,0.016,0.016,,
43440,0.015,0.015,0.016,0.016,0.016,,
43500,0.015,0.015,0.015,0.016,0.016,,
43560,0.015,0.015,0.015,0.016,0.016,,
43620,0.015,0.015,0.015,0.016,0.016,,
43680,0.015,0.015,0.015,0.016,0.016,,
43740,0.015,0.015,0.015,0.016,0.016,,
43800,0.015,0.015,0.015,0.016,0.016,,
43860,0.015,0.015,0.015,0.016,0.016,,
43920,0.015,0.015,0.015,0.015,0.015,,
43980,0.015,0.015,0.015,0.016,0.016,,
44040,0.015,0.015,0.015,0.016,0.016,,
44100,0.015,0.015,0.015,0.015,0.015,,
44160,0.015,0.015,0.015,0.015,0.015,,
44220,0.015,0.015,0.015,0.015,0.015,,
44280,0.015,0.015,0.015,0.016,0.016,,
44340,0.015,0.015,0.015,0.015,0.015,,
44400,0.015,0.015,0.015,0.015,0.015,,
44460,0.015,0.015,0.015,0.015,0.015,,
44520,0.015,0.015,0.015,0.015,0.015,,
44580,0.015,0.015,0.015,0.015,0.015,,
44640,0.015,0.015,0.015,0.015,0.015,,
44700,0.015,0.015,0.015,0.015,0.015,,
44760,0.015,0.015,0.015,0.016,0.016,,
44820,0.014,0.014,0.015,0.015,0.015,,
44880,0.014,0.014,0.014,0.015,0.015,,
44940,0.014,0.014,0.015,0.015,0.015,,
45000,0.015,0.015,0.015,0.015,0.015,,
45060,0.014,0.014,0.014,0.015,0.015,,
45120,0.014,0.014,0.015,0.015,0.015,,
45180,0.014,0.014,0.014,0.015,0.015,,
45240,0.014,0.014,0.014,0.015,0.015,,
45300,0.014,0.014,0.014,0.015,0.015,,
45360,0.014,0.014,0.014,0.015,0.015,,
45420,0.014,0.014,0.014,0.014,0.014,,
45480,0.014,0.014,0.014,0.014,0.014,,
45540,0.014,0.014,0.014,0.015,0.015,,
45600,0.014,0.014,0.014,0.015,0.015,,
45660,0.014,0.014,0.014,0.015,0.015,,
45720,0.014,0.014,0.014,0.015,0.015,,
45780,0.014,0.014,0.014,0.015,0.015,,
45840,0.014,0.014,0.014,0.015,0.015,,
45900,0.014,0.014,0.014,0.014,0.014,,
45960,0.014,0.014,0.014,0.014,0.014,,
46020,0.014,0.014,0.014,0.015,0.015,,
46080,0.014,0.014,0.014,0.014,0.014,,
46140,0.014,0.014,0.014,0.014,0.014,,
46200,0.014,0.014,0.014,0.015,0.015,,
46260,0.014,0.014,0.014,0.014,0.014,,
46320,0.014,0.014,0.014,0.014,0.014,,
46380,0.014,0.014,0.014,0.014,0.014,,
46440,0.014,0.014,0.014,0.014,0.014,,
46500,0.014,0.014,0.014,0.014,0.015,,
46560,0.014,0.014,0.014,0.015,0.015,,
46620,0.014,0.014,0.014,0.014,0.014,,
46680,0.014,0.014,0.014,0.014,0.014,,
46740,0.013,0.013,0.014,0.014,0.014,,
46800,0.013,0.013,0.013,0.014,0.014,,
46860,0.013,0.013,0.014,0.014,0.014,,
46920,0.014,0.014,0.014,0.014,0.014,,
46980,0.013,0.013,0.014,0.014,0.014,,
47040,0.014,0.014,0.014,0.014,0.014,,
47100,0.013,0.013,0.013,0.014,0.014,,
47160,0.013,0.013,0.013,0.014,0.014,,
47220,0.013,0.013,0.013,0.014,0.014,,
47280,0.013,0.013,0.013,0.014,0.014,,
47340,0.013,0.013,0.013,0.014,0.014,,
47400,0.013,0.013,0.013,0.014,0.014,,
47460,0.013,0.013,0.013,0.014,0.014,,
47520,0.013,0.013,0.013,0.014,0.014,,
47580,0.013,0.013,0.013,0.013,0.013,,
47640,0.013,0.013,0.013,0.014,0.014,,
47700,0.013,0.013,0.013,0.013,0.013,,
47760,0.013,0.013,0.013,0.014,0.014,,
47820,0.013,0.013,0.013,0.013,0.013,,
47880,0.013,0.013,0.013,0.013,0.013,,
47940,0.013,0.013,0.013,0.013,0.013,,
48000,0.013,0.013,0.013,0.013,0.013,,
48060,0.013,0.013,0.013,0.013,0.013,,
48120,0.013,0.013,0.013,0.013,0.013,,
48180,0.013,0.013,0.013,0.013,0.013,,
48240,0.013,0.013,0.013,0.013,0.013,,
48300,0.013,0.013,0.013,0.013,0.013,,
48360,0.013,0.013,0.013,0.013,0.013,,
48420,0.012,0.012,0.013,0.013,0.013,,
48480,0.012,0.012,0.013,0.013,0.013,,
48540,0.012,0.012,0.013,0.013,0.013,,
48600,0.012,0.012,0.013,0.013,0.013,,
48660,0.012,0.012,0.012,0.013,0.013,,
48720,0.012,0.012,0.013,0.013,0.013,,
48780,0.012,0.012,0.012,0.013,0.013,,
48840,0.012,0.012,0.012,0.013,0.013,,
48900,0.012,0.012,0.012,0.013,0.013,,
48960,0.012,0.012,0.012,0.013,0.013,,
49020,0.012,0.012,0.012,0.013,0.013,,
49080,0.012,0.012,0.012,0.012,0.012,,
49140,0.012,0.012,0.012,0.013,0.013,,
49200,0.012,0.012,0.012,0.013,0.013,,
49260,0.012,0.012,0.012,0.013,0.013,,
49320,0.012,0.012,0.012,0.013,0.013,,
49380,0.012,0.012,0.012,0.012,0.012,,
49440,0.012,0.012,0.012,0.013,0.013,,
49500,0.012,0.012,0.012,0.012,0.012,,
49560,0.012,0.012,0.012,0.012,0.012,,
49620,0.012,0.012,0.012,0.012,0.012,,
49680,0.012,0.012,0.012,0.013,0.013,,
49740,0.012,0.012,0.012,0.012,0.012,,
49800,0.012,0.012,0.012,0.012,0.012,,
49860,0.012,0.012,0.012,0.013,0.013,,
49920,0.012,0.012,0.012,0.012,0.012,,
49980,0.012,0.012,0.012,0.012,0.012,,
50040,0.012,0.012,0.012,0.013,0.013,,
50100,0.012,0.012,0.012,0.012,0.012,,
50160,0.012,0.012,0.012,0.012,0.012,,
50220,0.012,0.012,0.012,0.012,0.012,,
50280,0.012,0.012,0.012,0.012,0.013,,
50340,0.012,0.012,0.012,0.012,0.012,,
50400,0.011,0.011,0.012,0.012,0.012,,
50460,0.011,0.011,0.012,0.012,0.012,,
50520,0.011,0.011,0.012,0.012,0.012,,
50580,0.011,0.011,0.012,0.012,0.012,,
50640,0.011,0.011,0.011,0.012,0.012,,
50700,0.011,0.011,0.012,0.012,0.012,,
50760,0.011,0.011,0.011,0.012,0.012,,
50820,0.011,0.011,0.011,0.012,0.012,,
50880,0.011,0.011,0.011,0.012,0.012,,
50940,0.011,0.011,0.012,0.012,0.012,,
51000,0.011,0.011,0.011,0.012,0.012,,
51060,0.011,0.011,0.011,0.012,0.012,,
51120,0.011,0.011,0.011,0.012,0.012,,
51180,0.011,0.011,0.011,0.011,0.011,,
51240,0.011,0.011,0.012,0.012,0.013,,
51300,0.011,0.011,0.011,0.012,0.012,,
51360,0.011,0.011,0.011,0.012,0.012,,
51420,0.011,0.011,0.011,0.012,0.012,,
51480,0.011,0.011,0.011,0.012,0.012,,
51540,0.011,0.011,0.011,0.012,0.012,,
51600,0.011,0.011,0.011,0.012,0.012,,
51660,0.011,0.011,0.011,0.011,0.011,,
51720,0.011,0.011,0.011,0.011,0.011,,
51780,0.011,0.011,0.011,0.011,0.011,,
51840,0.011,0.011,0.011,0.012,0.013,,
51900,0.011,0.011,0.011,0.012,0.012,,
51960,0.011,0.011,0.011,0.012,0.012,,
52020,0.011,0.011,0.011,0.011,0.011,,
52080,0.011,0.011,0.011,0.011,0.011,,
52140,0.011,0.011,0.011,0.011,0.011,,
52200,0.011,0.011,0.011,0.012,0.012,,
52260,0.011,0.011,0.011,0.011,0.011,,
52320,0.011,0.011,0.011,0.011,0.011,,
52380,0.011,0.011,0.011,0.011,0.011,,
52440,0.011,0.011,0.011,0.012,0.012,,
52500,0.011,0.011,0.011,0.011,0.011,,
52560,0.011,0.011,0.011,0.012,0.012,,
52620,0.011,0.011,0.011,0.012,0.012,,
52680,0.011,0.011,0.011,0.011,0.011,,
52740,0.011,0.011,0.011,0.011,0.011,,
52800,0.011,0.011,0.011,0.012,0.012,,
52860,0.011,0.011,0.011,0.011,0.011,,
52920,0.011,0.011,0.011,0.012,0.012,,
52980,0.011,0.011,0.011,0.011,0.011,,
53040,0.011,0.011,0.011,0.011,0.011,,
53100,0.011,0.011,0.011,0.012,0.012,,
53160,0.011,0.011,0.011,0.011,0.012,,
53220,0.011,0.011,0.011,0.012,0.012,,
53280,0.011,0.011,0.011,0.011,0.011,,
53340,0.011,0.011,0.011,0.011,0.011,,
53400,0.011,0.011,0.011,0.011,0.011,,
53460,0.011,0.011,0.011,0.011,0.011,,
53520,0.011,0.011,0.011,0.011,0.011,,
53580,0.011,0.011,0.011,0.011,0.011,,
53640,0.011,0.011,0.011,0.011,0.011,,
53700,0.011,0.011,0.011,0.011,0.011,,
53760,0.011,0.011,0.011,0.011,0.011,,
53820,0.011,0.011,0.011,0.011,0.011,,
53880,0.011,0.011,0.011,0.011,0.011,,
53940,0.011,0.011,0.011,0.011,0.011,,
54000,0.011,0.011,0.011,0.011,0.011,,
54060,0.011,0.011,0.011,0.011,0.011,,
54120,0.011,0.011,0.011,0.011,0.011,,
54180,0.011,0.011,0.011,0.011,0.011,,
54240,0.011,0.011,0.011,0.011,0.011,,
54300,0.011,0.011,0.011,0.011,0.011,,
54360,0.011,0.011,0.011,0.011,0.011,,
54420,0.011,0.011,0.011,0.011,0.011,,
54480,0.011,0.011,0.011,0.011,0.011,,
54540,0.011,0.011,0.011,0.011,0.011,,
54600,0.011,0.011,0.011,0.011,0.011,,
54660,0.011,0.011,0.011,0.011,0.011,,
54720,0.011,0.011,0.011,0.011,0.011,,
54780,0.012,0.012,0.012,0.013,0.016,,
54840,0.011,0.011,0.011,0.012,0.014,,
54900,0.011,0.011,0.011,0.012,0.012,,
54960,0.010,0.010,0.011,0.011,0.011,,
55020,0.013,0.013,0.013,0.013,0.016,,
55080,0.011,0.011,0.011,0.012,0.014,,
55140,0.011,0.011,0.011,0.012,0.015,,
55200,0.011,0.011,0.012,0.013,0.014,,
55260,0.011,0.011,0.011,0.013,0.014,,
55320,0.011,0.011,0.011,0.013,0.015,,
55380,0.011,0.011,0.011,0.013,0.015,,
55440,0.011,0.011,0.011,0.012,0.013,,
55500,0.011,0.011,0.011,0.013,0.016,,
55560,0.011,0.011,0.011,0.012,0.014,,
55620,0.011,0.011,0.011,0.013,0.014,,
55680,0.011,0.011,0.011,0.013,0.015,,
55740,0.011,0.011,0.012,0.013,0.017,,
55800,0.012,0.012,0.012,0.013,0.016,,
55860,0.012,0.012,0.012,0.014,0.017,,
55920,0.011,0.011,0.011,0.013,0.015,,
55980,0.011,0.011,0.011,0.013,0.014,,
56040,0.012,0.012,0.012,0.014,0.020,,
56100,0.011,0.011,0.011,0.013,0.016,,
56160,0.012,0.012,0.012,0.014,0.019,,
56220,0.011,0.011,0.011,0.012,0.014,,
56280,0.011,0.011,0.012,0.014,0.017,,
56340,0.014,0.014,0.014,0.016,0.017,,
56400,0.011,0.011,0.011,0.013,0.015,,
56460,0.011,0.011,0.011,0.013,0.015,,
56520,0.011,0.011,0.011,0.013,0.015,,
56580,0.012,0.012,0.012,0.014,0.017,,
56640,0.011,0.011,0.011,0.014,0.016,,
56700,0.012,0.012,0.012,0.015,0.020,,
56760,0.011,0.011,0.011,0.014,0.016,,
56820,0.011,0.011,0.012,0.014,0.017,,
56880,0.011,0.011,0.011,0.014,0.017,,
56940,0.012,0.012,0.012,0.016,0.022,,
57000,0.012,0.012,0.012,0.017,0.022,,
57060,0.013,0.013,0.013,0.018,0.025,,
57120,0.013,0.013,0.013,0.018,0.025,,
57180,0.013,0.013,0.013,0.019,0.024,,
57240,0.013,0.013,0.014,0.018,0.025,,
57300,0.013,0.013,0.014,0.020,0.026,,
57360,0.014,0.014,0.014,0.021,0.029,,
57420,0.016,0.016,0.017,0.027,0.042,,
57480,0.018,0.018,0.020,0.038,0.056,,
57540,0.023,0.023,0.024,0.047,0.081,,
57600,0.024,0.024,0.026,0.056,0.095,,
57660,0.028,0.028,0.030,0.062,0.110,,
57720,0.028,0.028,0.030,0.059,0.113,,
57780,0.027,0.027,0.029,0.063,0.118,,
57840,0.028,0.028,0.029,0.061,0.106,,
57900,0.026,0.026,0.028,0.054,0.095,,
57960,0.027,0.027,0.029,0.058,0.110,,
58020,0.026,0.026,0.028,0.057,0.107,,
58080,0.025,0.025,0.027,0.055,0.096,,
58140,0.027,0.027,0.029,0.056,0.105,,
58200,0.025,0.025,0.027,0.052,0.091,,
58260,0.028,0.028,0.030,0.059,0.113,,
58320,0.024,0.024,0.026,0.051,0.088,,
58380,0.023,0.023,0.024,0.048,0.082,,
58440,0.021,0.021,0.023,0.045,0.077,,
58500,0.021,0.021,0.023,0.045,0.073,,
58560,0.024,0.024,0.025,0.050,0.086,,
58620,0.023,0.023,0.024,0.046,0.076,,
58680,0.021,0.021,0.022,0.044,0.071,,
58740,0.022,0.022,0.024,0.047,0.079,,
58800,0.024,0.024,0.025,0.047,0.081,,
