Instrument Name,DustTrak DRX
Model Number,8534
Serial Number,8534203806
Firmware Version,3.7
Calibration Date,22/02/2024
Test Name,ESJB_dt02_001
Test Start Time,05:04:05 PM
Test Start Date,28/10/2024
Test Length [D:H:M],2:23:57
Test Interval [M:S],1:0
PM1 Average [mg/m3],0.022
PM1 Minimum [mg/m3],0.010
PM1 Maximum [mg/m3],0.073
PM1 TWA [mg/m3],0.017
PM2.5 Average [mg/m3],0.022
PM2.5 Minimum [mg/m3],0.010
PM2.5 Maximum [mg/m3],0.073
PM2.5 TWA [mg/m3],0.017
PM4 Average [mg/m3],0.023
PM4 Minimum [mg/m3],0.011
PM4 Maximum [mg/m3],0.077
PM4 TWA [mg/m3],0.017
PM10 Average [mg/m3],0.035
PM10 Minimum [mg/m3],0.011
PM10 Maximum [mg/m3],0.152
PM10 TWA [mg/m3],0.022
TOTAL Average [mg/m3],0.047
TOTAL Minimum [mg/m3],0.011
TOTAL Maximum [mg/m3],0.284
TOTAL TWA [mg/m3],0.024
Photometric User Cal,1.00
Size Correction User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,4317

Elapsed Time [s],PM1 [mg/m3],PM2.5 [mg/m3],PM4 [mg/m3],PM10 [mg/m3],TOTAL [mg/m3],Alarms,Errors
58860,0.022,0.022,0.024,0.048,0.082,,
58920,0.023,0.023,0.024,0.049,0.083,,
58980,0.025,0.025,0.026,0.047,0.084,,
59040,0.022,0.022,0.023,0.044,0.077,,
59100,0.021,0.021,0.023,0.044,0.077,,
59160,0.023,0.023,0.024,0.045,0.079,,
59220,0.021,0.021,0.022,0.045,0.074,,
59280,0.021,0.021,0.022,0.045,0.080,,
59340,0.024,0.024,0.026,0.048,0.088,,
59400,0.023,0.023,0.025,0.048,0.091,,
59460,0.027,0.027,0.028,0.054,0.097,,
59520,0.025,0.025,0.027,0.052,0.099,,
59580,0.025,0.025,0.027,0.055,0.094,,
59640,0.027,0.027,0.029,0.057,0.104,,
59700,0.026,0.026,0.028,0.057,0.104,,
59760,0.024,0.024,0.026,0.052,0.089,,
59820,0.027,0.027,0.028,0.052,0.095,,
59880,0.027,0.027,0.028,0.054,0.099,,
59940,0.026,0.026,0.027,0.053,0.104,,
60000,0.025,0.025,0.027,0.052,0.096,,
60060,0.028,0.028,0.029,0.057,0.114,,
60120,0.028,0.028,0.030,0.059,0.112,,
60180,0.027,0.027,0.029,0.053,0.108,,
60240,0.024,0.024,0.025,0.054,0.086,,
60300,0.026,0.026,0.027,0.050,0.096,,
60360,0.024,0.024,0.025,0.050,0.089,,
60420,0.025,0.025,0.027,0.054,0.099,,
60480,0.024,0.024,0.026,0.054,0.085,,
60540,0.025,0.025,0.027,0.051,0.090,,
60600,0.024,0.024,0.026,0.051,0.090,,
60660,0.023,0.023,0.025,0.049,0.087,,
60720,0.025,0.025,0.027,0.053,0.103,,
60780,0.027,0.027,0.029,0.056,0.102,,
60840,0.023,0.023,0.025,0.049,0.094,,
60900,0.026,0.026,0.028,0.055,0.101,,
60960,0.024,0.024,0.026,0.052,0.095,,
61020,0.027,0.027,0.028,0.054,0.097,,
61080,0.026,0.026,0.027,0.052,0.099,,
61140,0.026,0.026,0.027,0.052,0.097,,
61200,0.025,0.025,0.027,0.051,0.096,,
61260,0.029,0.029,0.030,0.059,0.107,,
61320,0.026,0.026,0.027,0.054,0.103,,
61380,0.027,0.027,0.029,0.058,0.107,,
61440,0.027,0.027,0.029,0.055,0.107,,
61500,0.026,0.026,0.027,0.052,0.093,,
61560,0.025,0.025,0.027,0.052,0.100,,
61620,0.025,0.025,0.026,0.051,0.089,,
61680,0.025,0.025,0.027,0.051,0.092,,
61740,0.027,0.027,0.029,0.056,0.102,,
61800,0.025,0.025,0.026,0.047,0.096,,
61860,0.023,0.023,0.025,0.049,0.088,,
61920,0.024,0.024,0.026,0.049,0.087,,
61980,0.026,0.026,0.028,0.052,0.091,,
62040,0.025,0.025,0.027,0.051,0.093,,
62100,0.023,0.023,0.024,0.047,0.079,,
62160,0.023,0.023,0.025,0.050,0.088,,
62220,0.027,0.027,0.029,0.056,0.106,,
62280,0.023,0.023,0.024,0.049,0.081,,
62340,0.025,0.025,0.027,0.054,0.101,,
62400,0.025,0.025,0.027,0.053,0.097,,
62460,0.026,0.026,0.027,0.052,0.101,,
62520,0.025,0.025,0.026,0.052,0.097,,
62580,0.028,0.028,0.030,0.058,0.113,,
62640,0.032,0.032,0.034,0.064,0.122,,
62700,0.030,0.030,0.032,0.061,0.110,,
62760,0.027,0.027,0.029,0.057,0.108,,
62820,0.026,0.026,0.028,0.056,0.104,,
62880,0.028,0.028,0.030,0.058,0.103,,
62940,0.026,0.026,0.028,0.057,0.108,,
63000,0.030,0.030,0.032,0.061,0.117,,
63060,0.026,0.026,0.028,0.057,0.101,,
63120,0.028,0.028,0.030,0.058,0.108,,
63180,0.026,0.026,0.028,0.055,0.097,,
63240,0.024,0.024,0.026,0.052,0.092,,
63300,0.027,0.027,0.029,0.055,0.106,,
63360,0.026,0.026,0.028,0.056,0.099,,
63420,0.026,0.026,0.028,0.053,0.093,,
63480,0.025,0.025,0.027,0.053,0.093,,
63540,0.021,0.021,0.023,0.046,0.072,,
63600,0.024,0.024,0.026,0.051,0.079,,
63660,0.022,0.022,0.024,0.045,0.071,,
63720,0.020,0.020,0.022,0.044,0.067,,
63780,0.020,0.020,0.021,0.042,0.071,,
63840,0.021,0.021,0.023,0.042,0.070,,
63900,0.020,0.020,0.021,0.040,0.063,,
63960,0.019,0.019,0.020,0.038,0.057,,
64020,0.020,0.020,0.021,0.039,0.055,,
64080,0.018,0.018,0.019,0.035,0.053,,
64140,0.018,0.018,0.019,0.035,0.052,,
64200,0.017,0.017,0.018,0.032,0.047,,
64260,0.017,0.017,0.018,0.036,0.047,,
64320,0.018,0.018,0.019,0.032,0.048,,
64380,0.016,0.016,0.017,0.032,0.044,,
64440,0.016,0.016,0.017,0.029,0.035,,
64500,0.017,0.017,0.018,0.030,0.042,,
64560,0.016,0.016,0.017,0.031,0.039,,
64620,0.016,0.016,0.017,0.032,0.041,,
64680,0.015,0.015,0.016,0.028,0.034,,
64740,0.017,0.017,0.018,0.033,0.047,,
64800,0.016,0.016,0.018,0.031,0.039,,
64860,0.016,0.016,0.017,0.030,0.040,,
64920,0.016,0.016,0.017,0.027,0.034,,
64980,0.015,0.015,0.017,0.029,0.039,,
65040,0.016,0.016,0.017,0.028,0.040,,
65100,0.015,0.015,0.016,0.028,0.036,,
65160,0.015,0.015,0.016,0.027,0.036,,
65220,0.014,0.014,0.015,0.025,0.033,,
65280,0.019,0.019,0.021,0.036,0.058,,
65340,0.019,0.019,0.020,0.038,0.062,,
65400,0.021,0.021,0.023,0.041,0.068,,
65460,0.024,0.024,0.025,0.044,0.072,,
65520,0.021,0.021,0.023,0.040,0.068,,
65580,0.021,0.021,0.022,0.042,0.072,,
65640,0.025,0.025,0.026,0.048,0.086,,
65700,0.023,0.023,0.024,0.043,0.080,,
65760,0.025,0.025,0.026,0.051,0.086,,
65820,0.022,0.022,0.023,0.044,0.076,,
65880,0.025,0.025,0.027,0.051,0.094,,
65940,0.026,0.026,0.028,0.056,0.102,,
66000,0.029,0.029,0.031,0.056,0.094,,
66060,0.023,0.023,0.024,0.047,0.083,,
66120,0.026,0.026,0.028,0.053,0.094,,
66180,0.028,0.028,0.030,0.057,0.103,,
66240,0.025,0.025,0.027,0.050,0.088,,
66300,0.026,0.026,0.028,0.049,0.084,,
66360,0.026,0.026,0.028,0.049,0.090,,
66420,0.024,0.024,0.026,0.051,0.082,,
66480,0.026,0.026,0.028,0.053,0.093,,
66540,0.028,0.028,0.030,0.059,0.099,,
66600,0.026,0.026,0.028,0.056,0.102,,
66660,0.025,0.025,0.027,0.053,0.083,,
66720,0.023,0.023,0.025,0.048,0.078,,
66780,0.024,0.024,0.026,0.050,0.092,,
66840,0.026,0.026,0.028,0.054,0.098,,
66900,0.028,0.028,0.029,0.055,0.096,,
66960,0.027,0.027,0.029,0.057,0.097,,
67020,0.025,0.025,0.027,0.051,0.091,,
67080,0.028,0.028,0.030,0.056,0.095,,
67140,0.027,0.027,0.029,0.057,0.096,,
67200,0.027,0.027,0.029,0.060,0.096,,
67260,0.027,0.027,0.029,0.056,0.095,,
67320,0.025,0.025,0.027,0.053,0.091,,
67380,0.033,0.033,0.035,0.061,0.100,,
67440,0.026,0.026,0.028,0.055,0.090,,
67500,0.025,0.025,0.027,0.052,0.088,,
67560,0.028,0.028,0.030,0.059,0.094,,
67620,0.025,0.025,0.026,0.051,0.090,,
67680,0.029,0.029,0.031,0.056,0.100,,
67740,0.025,0.025,0.027,0.052,0.088,,
67800,0.028,0.028,0.030,0.057,0.100,,
67860,0.025,0.025,0.027,0.052,0.092,,
67920,0.025,0.025,0.027,0.052,0.085,,
67980,0.027,0.027,0.029,0.054,0.089,,
68040,0.026,0.026,0.027,0.056,0.088,,
68100,0.026,0.026,0.028,0.057,0.093,,
68160,0.032,0.032,0.034,0.062,0.106,,
68220,0.028,0.028,0.030,0.057,0.102,,
68280,0.027,0.027,0.029,0.058,0.101,,
68340,0.031,0.031,0.033,0.058,0.100,,
68400,0.025,0.025,0.027,0.052,0.083,,
68460,0.027,0.027,0.029,0.056,0.091,,
68520,0.027,0.027,0.028,0.055,0.099,,
68580,0.026,0.026,0.027,0.053,0.086,,
68640,0.026,0.026,0.028,0.056,0.092,,
68700,0.026,0.026,0.028,0.056,0.092,,
68760,0.025,0.025,0.027,0.049,0.087,,
68820,0.029,0.029,0.031,0.058,0.104,,
68880,0.038,0.038,0.040,0.067,0.104,,
68940,0.028,0.028,0.030,0.061,0.105,,
69000,0.029,0.029,0.031,0.060,0.100,,
69060,0.029,0.029,0.031,0.062,0.108,,
69120,0.030,0.030,0.032,0.060,0.112,,
69180,0.027,0.027,0.030,0.060,0.106,,
69240,0.031,0.031,0.033,0.062,0.120,,
69300,0.028,0.028,0.030,0.053,0.097,,
69360,0.028,0.028,0.031,0.060,0.110,,
69420,0.025,0.025,0.027,0.052,0.087,,
69480,0.025,0.025,0.027,0.049,0.084,,
69540,0.025,0.025,0.027,0.052,0.083,,
69600,0.022,0.022,0.024,0.046,0.068,,
69660,0.023,0.023,0.025,0.045,0.070,,
69720,0.023,0.023,0.025,0.051,0.075,,
69780,0.023,0.023,0.025,0.043,0.075,,
69840,0.024,0.024,0.026,0.047,0.070,,
69900,0.023,0.023,0.025,0.046,0.072,,
69960,0.024,0.024,0.026,0.049,0.077,,
70020,0.022,0.022,0.024,0.041,0.065,,
70080,0.021,0.021,0.022,0.040,0.055,,
70140,0.023,0.023,0.025,0.043,0.063,,
70200,0.021,0.021,0.022,0.038,0.053,,
70260,0.020,0.020,0.022,0.037,0.057,,
70320,0.019,0.019,0.020,0.036,0.048,,
70380,0.020,0.020,0.021,0.035,0.045,,
70440,0.019,0.019,0.020,0.034,0.049,,
70500,0.019,0.019,0.020,0.035,0.045,,
70560,0.020,0.020,0.022,0.035,0.050,,
70620,0.019,0.019,0.021,0.034,0.045,,
70680,0.021,0.021,0.022,0.033,0.047,,
70740,0.019,0.019,0.020,0.034,0.044,,
70800,0.018,0.018,0.020,0.033,0.039,,
70860,0.018,0.018,0.019,0.031,0.040,,
70920,0.018,0.018,0.019,0.032,0.041,,
70980,0.018,0.018,0.019,0.031,0.038,,
71040,0.019,0.019,0.020,0.033,0.049,,
71100,0.020,0.020,0.021,0.035,0.052,,
71160,0.019,0.019,0.020,0.034,0.046,,
71220,0.019,0.019,0.020,0.033,0.043,,
71280,0.022,0.022,0.023,0.041,0.056,,
71340,0.021,0.021,0.022,0.038,0.053,,
71400,0.020,0.020,0.021,0.037,0.048,,
71460,0.019,0.019,0.020,0.032,0.040,,
71520,0.019,0.019,0.020,0.033,0.040,,
71580,0.019,0.019,0.020,0.033,0.043,,
71640,0.019,0.019,0.020,0.030,0.042,,
71700,0.019,0.019,0.020,0.033,0.041,,
71760,0.019,0.019,0.020,0.030,0.039,,
71820,0.019,0.019,0.021,0.033,0.041,,
71880,0.019,0.019,0.020,0.031,0.038,,
71940,0.018,0.018,0.019,0.030,0.036,,
72000,0.020,0.020,0.021,0.035,0.044,,
72060,0.020,0.020,0.021,0.033,0.042,,
72120,0.019,0.019,0.020,0.031,0.039,,
72180,0.018,0.018,0.020,0.030,0.037,,
72240,0.019,0.019,0.020,0.031,0.038,,
72300,0.019,0.019,0.021,0.033,0.042,,
72360,0.031,0.031,0.033,0.061,0.109,,
72420,0.029,0.029,0.031,0.053,0.090,,
72480,0.036,0.036,0.038,0.068,0.129,,
72540,0.030,0.030,0.032,0.061,0.104,,
72600,0.031,0.031,0.033,0.062,0.107,,
72660,0.035,0.035,0.036,0.063,0.112,,
72720,0.031,0.031,0.033,0.060,0.103,,
72780,0.030,0.030,0.032,0.058,0.097,,
72840,0.031,0.031,0.033,0.059,0.098,,
72900,0.029,0.029,0.031,0.060,0.094,,
72960,0.030,0.030,0.032,0.058,0.094,,
73020,0.029,0.029,0.031,0.058,0.096,,
73080,0.028,0.028,0.030,0.056,0.088,,
73140,0.032,0.032,0.034,0.060,0.098,,
73200,0.031,0.031,0.033,0.060,0.103,,
73260,0.033,0.033,0.035,0.066,0.113,,
73320,0.030,0.030,0.033,0.060,0.095,,
73380,0.029,0.029,0.031,0.059,0.087,,
73440,0.029,0.029,0.030,0.058,0.088,,
73500,0.028,0.028,0.031,0.061,0.097,,
73560,0.029,0.029,0.031,0.058,0.093,,
73620,0.029,0.029,0.031,0.059,0.095,,
73680,0.028,0.028,0.030,0.056,0.090,,
73740,0.031,0.031,0.034,0.063,0.097,,
73800,0.030,0.030,0.032,0.062,0.096,,
73860,0.029,0.029,0.031,0.064,0.094,,
73920,0.033,0.033,0.035,0.067,0.107,,
73980,0.030,0.030,0.032,0.068,0.105,,
74040,0.033,0.033,0.035,0.069,0.110,,
74100,0.031,0.031,0.033,0.063,0.096,,
74160,0.031,0.031,0.033,0.067,0.107,,
74220,0.031,0.031,0.034,0.066,0.110,,
74280,0.030,0.030,0.032,0.065,0.101,,
74340,0.034,0.034,0.037,0.071,0.121,,
74400,0.035,0.035,0.037,0.072,0.122,,
74460,0.031,0.031,0.034,0.066,0.111,,
74520,0.032,0.032,0.035,0.075,0.122,,
74580,0.037,0.037,0.040,0.080,0.142,,
74640,0.037,0.037,0.039,0.073,0.130,,
74700,0.038,0.038,0.041,0.079,0.147,,
74760,0.038,0.038,0.041,0.084,0.146,,
74820,0.035,0.035,0.038,0.078,0.135,,
74880,0.035,0.035,0.038,0.079,0.131,,
74940,0.037,0.037,0.040,0.080,0.140,,
75000,0.041,0.041,0.044,0.089,0.156,,
75060,0.035,0.035,0.037,0.078,0.134,,
75120,0.039,0.039,0.042,0.082,0.139,,
75180,0.036,0.036,0.039,0.074,0.121,,
75240,0.035,0.035,0.037,0.072,0.122,,
75300,0.031,0.031,0.034,0.067,0.111,,
75360,0.038,0.038,0.041,0.080,0.138,,
75420,0.036,0.036,0.039,0.074,0.120,,
75480,0.030,0.030,0.033,0.064,0.107,,
75540,0.031,0.031,0.034,0.070,0.105,,
75600,0.032,0.032,0.035,0.067,0.108,,
75660,0.031,0.031,0.034,0.070,0.114,,
75720,0.031,0.031,0.033,0.066,0.104,,
75780,0.030,0.030,0.033,0.066,0.099,,
75840,0.030,0.030,0.033,0.063,0.097,,
75900,0.030,0.030,0.032,0.062,0.093,,
75960,0.029,0.029,0.032,0.059,0.094,,
76020,0.031,0.031,0.033,0.066,0.104,,
76080,0.029,0.029,0.031,0.060,0.096,,
76140,0.028,0.028,0.030,0.058,0.087,,
76200,0.027,0.027,0.029,0.057,0.083,,
76260,0.029,0.029,0.031,0.058,0.093,,
76320,0.029,0.029,0.032,0.062,0.095,,
76380,0.033,0.033,0.036,0.074,0.117,,
76440,0.031,0.031,0.033,0.067,0.110,,
76500,0.030,0.030,0.032,0.063,0.103,,
76560,0.031,0.031,0.033,0.066,0.103,,
76620,0.031,0.031,0.033,0.065,0.100,,
76680,0.028,0.028,0.030,0.060,0.092,,
76740,0.033,0.033,0.035,0.068,0.122,,
76800,0.036,0.036,0.039,0.077,0.137,,
76860,0.034,0.034,0.037,0.072,0.127,,
76920,0.036,0.036,0.039,0.071,0.126,,
76980,0.040,0.040,0.043,0.082,0.131,,
77040,0.040,0.040,0.043,0.083,0.144,,
77100,0.034,0.034,0.038,0.074,0.121,,
77160,0.035,0.035,0.038,0.074,0.121,,
77220,0.034,0.034,0.037,0.076,0.122,,
77280,0.035,0.035,0.037,0.074,0.113,,
77340,0.040,0.040,0.044,0.081,0.134,,
77400,0.041,0.041,0.044,0.086,0.131,,
77460,0.040,0.040,0.043,0.079,0.132,,
77520,0.036,0.036,0.039,0.078,0.120,,
77580,0.035,0.035,0.038,0.075,0.120,,
77640,0.034,0.034,0.037,0.071,0.107,,
77700,0.034,0.034,0.037,0.070,0.105,,
77760,0.034,0.034,0.037,0.072,0.111,,
77820,0.036,0.036,0.039,0.076,0.116,,
77880,0.037,0.037,0.040,0.076,0.124,,
77940,0.036,0.036,0.039,0.074,0.119,,
78000,0.038,0.038,0.042,0.076,0.125,,
78060,0.036,0.036,0.039,0.075,0.121,,
78120,0.035,0.035,0.039,0.074,0.120,,
78180,0.038,0.038,0.041,0.077,0.124,,
78240,0.036,0.036,0.040,0.074,0.118,,
78300,0.036,0.036,0.039,0.077,0.126,,
78360,0.036,0.036,0.039,0.076,0.120,,
78420,0.035,0.035,0.039,0.071,0.120,,
78480,0.035,0.035,0.038,0.074,0.113,,
78540,0.036,0.036,0.039,0.072,0.115,,
78600,0.034,0.034,0.037,0.066,0.103,,
78660,0.038,0.038,0.041,0.075,0.132,,
78720,0.043,0.043,0.046,0.087,0.158,,
78780,0.040,0.040,0.043,0.082,0.148,,
78840,0.036,0.036,0.039,0.076,0.121,,
78900,0.035,0.035,0.038,0.072,0.113,,
78960,0.042,0.042,0.045,0.082,0.133,,
79020,0.039,0.039,0.042,0.083,0.139,,
79080,0.046,0.046,0.050,0.096,0.179,,
79140,0.045,0.045,0.048,0.098,0.162,,
79200,0.045,0.045,0.049,0.096,0.171,,
79260,0.049,0.049,0.053,0.104,0.196,,
79320,0.049,0.049,0.053,0.107,0.196,,
79380,0.048,0.048,0.052,0.109,0.184,,
79440,0.047,0.047,0.051,0.103,0.191,,
79500,0.063,0.063,0.067,0.129,0.243,,
79560,0.053,0.053,0.058,0.117,0.218,,
79620,0.060,0.060,0.064,0.127,0.243,,
79680,0.056,0.056,0.061,0.124,0.243,,
79740,0.053,0.053,0.057,0.123,0.230,,
79800,0.052,0.052,0.057,0.120,0.222,,
79860,0.057,0.057,0.062,0.125,0.239,,
79920,0.058,0.058,0.062,0.124,0.238,,
79980,0.054,0.054,0.059,0.124,0.233,,
80040,0.052,0.052,0.056,0.111,0.206,,
80100,0.073,0.073,0.077,0.141,0.251,,
80160,0.062,0.062,0.066,0.130,0.246,,
80220,0.053,0.053,0.057,0.118,0.220,,
80280,0.060,0.060,0.065,0.136,0.248,,
80340,0.056,0.056,0.062,0.129,0.225,,
80400,0.062,0.062,0.067,0.137,0.250,,
80460,0.055,0.055,0.060,0.130,0.232,,
80520,0.062,0.062,0.067,0.139,0.262,,
80580,0.053,0.053,0.058,0.120,0.211,,
80640,0.053,0.053,0.058,0.120,0.223,,
80700,0.052,0.052,0.057,0.114,0.213,,
80760,0.053,0.053,0.058,0.124,0.222,,
80820,0.048,0.048,0.052,0.110,0.183,,
80880,0.048,0.048,0.052,0.113,0.191,,
80940,0.051,0.051,0.056,0.115,0.201,,
81000,0.050,0.050,0.054,0.109,0.199,,
81060,0.049,0.049,0.053,0.110,0.188,,
81120,0.048,0.048,0.053,0.108,0.181,,
81180,0.041,0.041,0.045,0.096,0.154,,
81240,0.041,0.041,0.046,0.099,0.159,,
81300,0.040,0.040,0.044,0.094,0.158,,
81360,0.068,0.068,0.072,0.124,0.190,,
81420,0.036,0.036,0.040,0.083,0.129,,
81480,0.040,0.040,0.044,0.090,0.142,,
81540,0.042,0.042,0.045,0.093,0.154,,
81600,0.039,0.039,0.043,0.091,0.140,,
81660,0.037,0.037,0.041,0.084,0.134,,
81720,0.038,0.038,0.042,0.084,0.135,,
81780,0.034,0.034,0.038,0.080,0.119,,
81840,0.034,0.034,0.037,0.075,0.114,,
81900,0.033,0.033,0.037,0.073,0.111,,
81960,0.035,0.035,0.038,0.076,0.109,,
82020,0.030,0.030,0.033,0.067,0.099,,
82080,0.034,0.034,0.037,0.071,0.114,,
82140,0.031,0.031,0.035,0.068,0.100,,
82200,0.031,0.031,0.034,0.065,0.101,,
82260,0.031,0.031,0.034,0.066,0.097,,
82320,0.030,0.030,0.033,0.063,0.091,,
82380,0.032,0.032,0.035,0.067,0.101,,
82440,0.030,0.030,0.033,0.062,0.091,,
82500,0.030,0.030,0.033,0.063,0.091,,
82560,0.030,0.030,0.033,0.062,0.088,,
82620,0.030,0.030,0.033,0.062,0.084,,
82680,0.028,0.028,0.031,0.058,0.085,,
82740,0.029,0.029,0.032,0.061,0.084,,
82800,0.028,0.028,0.031,0.060,0.082,,
82860,0.028,0.028,0.031,0.059,0.081,,
82920,0.028,0.028,0.031,0.058,0.077,,
82980,0.029,0.029,0.031,0.057,0.080,,
83040,0.029,0.029,0.032,0.059,0.082,,
83100,0.027,0.027,0.030,0.054,0.078,,
83160,0.029,0.029,0.032,0.058,0.087,,
83220,0.027,0.027,0.030,0.055,0.078,,
83280,0.026,0.026,0.029,0.055,0.075,,
83340,0.028,0.028,0.030,0.056,0.080,,
83400,0.028,0.028,0.031,0.058,0.075,,
83460,0.026,0.026,0.029,0.054,0.071,,
83520,0.028,0.028,0.031,0.059,0.079,,
83580,0.027,0.027,0.030,0.058,0.080,,
83640,0.027,0.027,0.030,0.057,0.079,,
83700,0.027,0.027,0.030,0.055,0.076,,
83760,0.028,0.028,0.031,0.059,0.086,,
83820,0.027,0.027,0.030,0.057,0.082,,
83880,0.026,0.026,0.029,0.053,0.071,,
83940,0.027,0.027,0.029,0.054,0.074,,
84000,0.028,0.028,0.031,0.060,0.088,,
84060,0.030,0.030,0.032,0.057,0.088,,
84120,0.026,0.026,0.029,0.051,0.070,,
84180,0.028,0.028,0.030,0.055,0.078,,
84240,0.027,0.027,0.029,0.055,0.077,,
84300,0.027,0.027,0.030,0.057,0.080,,
84360,0.027,0.027,0.030,0.052,0.078,,
84420,0.027,0.027,0.030,0.054,0.072,,
84480,0.027,0.027,0.029,0.051,0.067,,
84540,0.027,0.027,0.029,0.053,0.075,,
84600,0.031,0.031,0.034,0.061,0.101,,
84660,0.034,0.034,0.037,0.072,0.121,,
84720,0.038,0.038,0.042,0.084,0.139,,
84780,0.036,0.036,0.039,0.078,0.129,,
84840,0.031,0.031,0.034,0.064,0.104,,
84900,0.030,0.030,0.033,0.062,0.094,,
84960,0.031,0.031,0.034,0.065,0.095,,
85020,0.031,0.031,0.034,0.064,0.097,,
85080,0.030,0.030,0.032,0.063,0.087,,
85140,0.028,0.028,0.031,0.059,0.086,,
85200,0.032,0.032,0.035,0.069,0.097,,
85260,0.031,0.031,0.034,0.070,0.106,,
85320,0.033,0.033,0.036,0.078,0.116,,
85380,0.032,0.032,0.035,0.070,0.102,,
85440,0.030,0.030,0.033,0.066,0.093,,
85500,0.032,0.032,0.035,0.072,0.103,,
85560,0.031,0.031,0.034,0.070,0.101,,
85620,0.030,0.030,0.034,0.066,0.091,,
85680,0.030,0.030,0.034,0.067,0.092,,
85740,0.029,0.029,0.032,0.064,0.085,,
85800,0.028,0.028,0.030,0.062,0.080,,
85860,0.027,0.027,0.030,0.060,0.076,,
85920,0.029,0.029,0.032,0.065,0.084,,
85980,0.028,0.028,0.031,0.062,0.085,,
86040,0.029,0.029,0.031,0.060,0.082,,
86100,0.028,0.028,0.031,0.060,0.084,,
86160,0.033,0.033,0.036,0.071,0.111,,
86220,0.037,0.037,0.041,0.082,0.127,,
86280,0.038,0.038,0.041,0.088,0.147,,
86340,0.045,0.045,0.048,0.101,0.165,,
86400,0.044,0.044,0.048,0.098,0.156,,
86460,0.039,0.039,0.043,0.090,0.143,,
86520,0.036,0.036,0.039,0.084,0.122,,
86580,0.034,0.034,0.037,0.074,0.110,,
86640,0.034,0.034,0.037,0.073,0.103,,
86700,0.032,0.032,0.035,0.069,0.098,,
86760,0.031,0.031,0.034,0.066,0.090,,
86820,0.030,0.030,0.032,0.064,0.092,,
86880,0.031,0.031,0.034,0.065,0.093,,
86940,0.028,0.028,0.031,0.059,0.078,,
87000,0.028,0.028,0.030,0.058,0.077,,
87060,0.027,0.027,0.029,0.054,0.074,,
87120,0.028,0.028,0.030,0.056,0.076,,
87180,0.027,0.027,0.029,0.054,0.072,,
87240,0.027,0.027,0.029,0.055,0.070,,
87300,0.028,0.028,0.030,0.055,0.071,,
87360,0.025,0.025,0.028,0.054,0.066,,
87420,0.026,0.026,0.028,0.052,0.064,,
87480,0.025,0.025,0.027,0.047,0.060,,
87540,0.025,0.025,0.027,0.048,0.062,,
87600,0.024,0.024,0.027,0.047,0.058,,
87660,0.025,0.025,0.027,0.047,0.062,,
87720,0.024,0.024,0.026,0.044,0.057,,
87780,0.024,0.024,0.026,0.044,0.054,,
87840,0.023,0.023,0.025,0.045,0.056,,
87900,0.023,0.023,0.025,0.044,0.054,,
87960,0.023,0.023,0.025,0.045,0.054,,
88020,0.023,0.023,0.024,0.042,0.051,,
88080,0.022,0.022,0.024,0.039,0.048,,
88140,0.023,0.023,0.025,0.041,0.049,,
88200,0.023,0.023,0.025,0.042,0.054,,
88260,0.022,0.022,0.024,0.039,0.047,,
88320,0.022,0.022,0.024,0.039,0.047,,
88380,0.022,0.022,0.023,0.039,0.045,,
88440,0.021,0.021,0.023,0.037,0.041,,
88500,0.021,0.021,0.022,0.037,0.042,,
88560,0.021,0.021,0.023,0.035,0.041,,
88620,0.022,0.022,0.023,0.038,0.045,,
88680,0.021,0.021,0.023,0.036,0.039,,
88740,0.021,0.021,0.022,0.035,0.040,,
88800,0.020,0.020,0.022,0.035,0.039,,
88860,0.020,0.020,0.022,0.034,0.040,,
88920,0.020,0.020,0.021,0.032,0.037,,
88980,0.020,0.020,0.021,0.031,0.035,,
89040,0.020,0.020,0.021,0.032,0.034,,
89100,0.020,0.020,0.022,0.032,0.036,,
89160,0.020,0.020,0.021,0.033,0.036,,
89220,0.020,0.020,0.021,0.033,0.035,,
89280,0.020,0.020,0.022,0.034,0.038,,
89340,0.021,0.021,0.022,0.033,0.040,,
89400,0.020,0.020,0.022,0.033,0.037,,
89460,0.020,0.020,0.022,0.034,0.038,,
89520,0.020,0.020,0.022,0.033,0.037,,
89580,0.019,0.019,0.020,0.030,0.032,,
89640,0.022,0.022,0.023,0.039,0.048,,
89700,0.023,0.023,0.024,0.044,0.054,,
89760,0.022,0.022,0.023,0.038,0.044,,
89820,0.020,0.020,0.022,0.033,0.037,,
89880,0.021,0.021,0.023,0.038,0.044,,
89940,0.020,0.020,0.022,0.035,0.042,,
90000,0.020,0.020,0.022,0.036,0.040,,
90060,0.021,0.021,0.022,0.034,0.041,,
90120,0.021,0.021,0.022,0.034,0.040,,
90180,0.020,0.020,0.022,0.034,0.041,,
90240,0.020,0.020,0.022,0.033,0.037,,
90300,0.021,0.021,0.022,0.034,0.042,,
90360,0.021,0.021,0.023,0.035,0.042,,
90420,0.020,0.020,0.022,0.036,0.041,,
90480,0.021,0.021,0.023,0.037,0.044,,
90540,0.023,0.023,0.024,0.042,0.055,,
90600,0.023,0.023,0.025,0.042,0.056,,
90660,0.022,0.022,0.024,0.041,0.050,,
90720,0.022,0.022,0.023,0.040,0.046,,
90780,0.022,0.022,0.024,0.039,0.046,,
90840,0.023,0.023,0.025,0.042,0.053,,
