Instrument Name,DustTrak DRX
Model Number,8533
Serial Number,8533150914
Firmware Version,3.10
Calibration Date,22/03/2024
Test Name,ESJB_2024_001
Test Start Time,17:18:07
Test Start Date,28/10/2024
Test Length [D:H:M],2:23:41
Test Interval [M:S],1:0
PM1 Average [mg/m3],0.016
PM1 Minimum [mg/m3],0.006
PM1 Maximum [mg/m3],0.091
PM1 TWA [mg/m3],0.016
PM2.5 Average [mg/m3],0.017
PM2.5 Minimum [mg/m3],0.006
PM2.5 Maximum [mg/m3],0.093
PM2.5 TWA [mg/m3],0.016
PM4 Average [mg/m3],0.018
PM4 Minimum [mg/m3],0.006
PM4 Maximum [mg/m3],0.097
PM4 TWA [mg/m3],0.017
PM10 Average [mg/m3],0.022
PM10 Minimum [mg/m3],0.006
PM10 Maximum [mg/m3],0.125
PM10 TWA [mg/m3],0.018
TOTAL Average [mg/m3],0.028
TOTAL Minimum [mg/m3],0.006
TOTAL Maximum [mg/m3],0.217
TOTAL TWA [mg/m3],0.019
Photometric User Cal,1.00
Size Correction User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,4301

Elapsed Time [s],PM1 [mg/m3],PM2.5 [mg/m3],PM4 [mg/m3],PM10 [mg/m3],TOTAL [mg/m3],Alarms,Errors
247680,0.011,0.011,0.012,0.016,0.018,,
247740,0.011,0.012,0.013,0.017,0.019,,
247800,0.010,0.010,0.011,0.014,0.014,,
247860,0.010,0.011,0.011,0.015,0.016,,
247920,0.010,0.010,0.011,0.015,0.016,,
247980,0.012,0.013,0.014,0.017,0.023,,
248040,0.011,0.011,0.012,0.015,0.019,,
248100,0.011,0.011,0.012,0.015,0.021,,
248160,0.011,0.012,0.013,0.017,0.023,,
248220,0.014,0.015,0.016,0.020,0.030,,
248280,0.016,0.016,0.018,0.024,0.034,,
248340,0.018,0.019,0.020,0.029,0.045,,
248400,0.014,0.015,0.016,0.025,0.032,,
248460,0.022,0.022,0.024,0.033,0.049,,
248520,0.018,0.019,0.020,0.032,0.045,,
248580,0.022,0.023,0.024,0.033,0.051,,
248640,0.022,0.022,0.024,0.033,0.050,,
248700,0.021,0.022,0.024,0.033,0.049,,
248760,0.016,0.017,0.018,0.027,0.041,,
248820,0.018,0.018,0.019,0.029,0.043,,
248880,0.019,0.019,0.021,0.027,0.044,,
248940,0.017,0.017,0.019,0.026,0.038,,
249000,0.015,0.015,0.017,0.024,0.037,,
249060,0.020,0.020,0.022,0.031,0.051,,
249120,0.019,0.019,0.020,0.030,0.045,,
249180,0.019,0.020,0.021,0.031,0.048,,
249240,0.020,0.020,0.022,0.031,0.051,,
249300,0.017,0.018,0.019,0.026,0.038,,
249360,0.024,0.024,0.026,0.035,0.057,,
249420,0.024,0.024,0.026,0.036,0.055,,
249480,0.020,0.020,0.021,0.030,0.049,,
249540,0.021,0.021,0.023,0.032,0.054,,
249600,0.021,0.021,0.023,0.032,0.056,,
249660,0.019,0.020,0.021,0.031,0.049,,
249720,0.023,0.023,0.025,0.034,0.052,,
249780,0.022,0.022,0.024,0.035,0.054,,
249840,0.020,0.021,0.022,0.034,0.055,,
249900,0.026,0.026,0.028,0.039,0.066,,
249960,0.019,0.020,0.021,0.031,0.052,,
250020,0.037,0.037,0.039,0.047,0.060,,
250080,0.018,0.018,0.019,0.027,0.044,,
250140,0.022,0.023,0.024,0.033,0.044,,
250200,0.015,0.015,0.017,0.023,0.034,,
250260,0.019,0.019,0.021,0.030,0.045,,
250320,0.020,0.021,0.022,0.030,0.047,,
250380,0.018,0.018,0.020,0.026,0.039,,
250440,0.015,0.016,0.017,0.026,0.038,,
250500,0.022,0.022,0.023,0.031,0.045,,
250560,0.016,0.016,0.017,0.026,0.035,,
250620,0.016,0.016,0.017,0.024,0.033,,
250680,0.015,0.015,0.016,0.022,0.029,,
250740,0.014,0.014,0.015,0.022,0.028,,
250800,0.014,0.015,0.016,0.023,0.030,,
250860,0.015,0.016,0.017,0.025,0.031,,
250920,0.013,0.014,0.015,0.020,0.029,,
250980,0.020,0.021,0.022,0.030,0.046,,
251040,0.016,0.017,0.018,0.027,0.037,,
251100,0.019,0.019,0.021,0.029,0.040,,
251160,0.018,0.019,0.020,0.028,0.041,,
251220,0.020,0.020,0.022,0.033,0.047,,
251280,0.016,0.017,0.018,0.026,0.038,,
251340,0.016,0.016,0.018,0.027,0.035,,
251400,0.019,0.019,0.021,0.029,0.045,,
251460,0.016,0.017,0.018,0.025,0.040,,
251520,0.017,0.018,0.019,0.027,0.043,,
251580,0.017,0.018,0.019,0.029,0.039,,
251640,0.020,0.021,0.022,0.030,0.042,,
251700,0.016,0.017,0.019,0.028,0.038,,
251760,0.019,0.020,0.021,0.030,0.043,,
251820,0.015,0.016,0.017,0.026,0.035,,
251880,0.020,0.021,0.022,0.031,0.043,,
251940,0.014,0.014,0.016,0.023,0.034,,
252000,0.017,0.018,0.019,0.028,0.040,,
252060,0.018,0.019,0.020,0.028,0.044,,
252120,0.015,0.016,0.017,0.024,0.031,,
252180,0.018,0.018,0.020,0.028,0.042,,
252240,0.018,0.019,0.020,0.031,0.048,,
252300,0.021,0.022,0.023,0.034,0.053,,
252360,0.022,0.023,0.024,0.034,0.055,,
252420,0.022,0.022,0.024,0.035,0.052,,
252480,0.023,0.023,0.025,0.038,0.060,,
252540,0.023,0.024,0.026,0.035,0.056,,
252600,0.022,0.023,0.025,0.035,0.053,,
252660,0.022,0.023,0.025,0.038,0.057,,
252720,0.023,0.024,0.026,0.036,0.056,,
252780,0.021,0.022,0.024,0.036,0.053,,
252840,0.027,0.028,0.030,0.043,0.069,,
252900,0.023,0.024,0.026,0.040,0.063,,
252960,0.028,0.029,0.031,0.048,0.076,,
253020,0.030,0.031,0.033,0.049,0.080,,
253080,0.026,0.026,0.029,0.044,0.069,,
253140,0.035,0.036,0.038,0.054,0.090,,
253200,0.025,0.026,0.028,0.043,0.066,,
253260,0.025,0.026,0.028,0.041,0.062,,
253320,0.024,0.025,0.027,0.042,0.062,,
253380,0.022,0.023,0.025,0.036,0.061,,
253440,0.022,0.023,0.025,0.037,0.056,,
253500,0.021,0.022,0.024,0.035,0.055,,
253560,0.023,0.024,0.026,0.040,0.061,,
253620,0.021,0.022,0.024,0.037,0.051,,
253680,0.023,0.024,0.026,0.039,0.059,,
253740,0.021,0.021,0.023,0.033,0.048,,
253800,0.024,0.025,0.027,0.041,0.061,,
253860,0.021,0.021,0.023,0.034,0.052,,
253920,0.021,0.022,0.024,0.036,0.051,,
253980,0.023,0.024,0.026,0.036,0.056,,
254040,0.018,0.019,0.021,0.029,0.045,,
254100,0.021,0.022,0.023,0.035,0.051,,
254160,0.018,0.019,0.021,0.031,0.043,,
254220,0.017,0.018,0.020,0.030,0.039,,
254280,0.017,0.018,0.020,0.029,0.040,,
254340,0.017,0.017,0.019,0.027,0.040,,
254400,0.016,0.016,0.018,0.026,0.036,,
254460,0.016,0.017,0.018,0.027,0.038,,
254520,0.016,0.017,0.018,0.025,0.033,,
254580,0.015,0.016,0.017,0.025,0.036,,
254640,0.016,0.016,0.018,0.025,0.036,,
254700,0.023,0.024,0.026,0.034,0.047,,
254760,0.019,0.019,0.021,0.028,0.042,,
254820,0.016,0.017,0.018,0.026,0.040,,
254880,0.017,0.017,0.019,0.027,0.039,,
254940,0.018,0.019,0.020,0.027,0.043,,
255000,0.023,0.024,0.026,0.035,0.053,,
255060,0.020,0.021,0.022,0.030,0.048,,
255120,0.016,0.017,0.019,0.027,0.045,,
255180,0.018,0.018,0.019,0.027,0.041,,
255240,0.015,0.016,0.017,0.025,0.037,,
255300,0.017,0.017,0.019,0.030,0.040,,
255360,0.018,0.019,0.021,0.029,0.046,,
255420,0.017,0.017,0.019,0.028,0.041,,
255480,0.018,0.019,0.020,0.030,0.044,,
255540,0.020,0.020,0.022,0.031,0.050,,
255600,0.018,0.019,0.021,0.030,0.047,,
255660,0.019,0.020,0.022,0.031,0.049,,
255720,0.018,0.018,0.020,0.031,0.045,,
255780,0.020,0.021,0.022,0.031,0.050,,
255840,0.023,0.024,0.026,0.036,0.060,,
255900,0.020,0.021,0.023,0.036,0.061,,
255960,0.025,0.026,0.028,0.041,0.070,,
256020,0.022,0.023,0.026,0.040,0.059,,
256080,0.023,0.024,0.026,0.042,0.066,,
256140,0.036,0.037,0.040,0.060,0.103,,
256200,0.032,0.033,0.035,0.057,0.092,,
256260,0.037,0.038,0.041,0.062,0.110,,
256320,0.036,0.037,0.041,0.063,0.106,,
256380,0.030,0.031,0.035,0.055,0.091,,
256440,0.040,0.041,0.045,0.070,0.109,,
256500,0.034,0.035,0.039,0.066,0.102,,
256560,0.039,0.040,0.045,0.072,0.118,,
256620,0.039,0.041,0.044,0.076,0.123,,
256680,0.040,0.041,0.045,0.074,0.118,,
256740,0.043,0.045,0.049,0.081,0.128,,
256800,0.045,0.046,0.051,0.082,0.133,,
256860,0.042,0.043,0.047,0.081,0.128,,
256920,0.038,0.040,0.045,0.079,0.121,,
256980,0.052,0.054,0.058,0.091,0.136,,
257040,0.046,0.047,0.052,0.084,0.129,,
257100,0.043,0.044,0.049,0.081,0.129,,
257160,0.043,0.045,0.049,0.084,0.125,,
257220,0.048,0.050,0.054,0.083,0.130,,
257280,0.045,0.047,0.052,0.084,0.138,,
257340,0.043,0.045,0.049,0.080,0.129,,
257400,0.042,0.043,0.048,0.081,0.122,,
257460,0.043,0.045,0.049,0.078,0.119,,
257520,0.039,0.041,0.045,0.073,0.110,,
257580,0.036,0.038,0.042,0.069,0.103,,
257640,0.038,0.039,0.044,0.071,0.106,,
257700,0.042,0.044,0.048,0.076,0.120,,
257760,0.040,0.041,0.046,0.076,0.117,,
257820,0.046,0.047,0.052,0.080,0.118,,
257880,0.038,0.040,0.044,0.071,0.112,,
257940,0.037,0.039,0.043,0.071,0.107,,
258000,0.042,0.044,0.049,0.078,0.113,,
258060,0.037,0.039,0.043,0.070,0.105,,
